Name,relation,type
CN-235M 运输机/海上巡逻机MPA,InstanceOf,教练机
Piper PA-44“塞米诺”双发活塞式轻型飞机,InstanceOf,教练机
“鹰”50/60/100高级喷气教练机,InstanceOf,教练机
JL9“山鹰”教练机,InstanceOf,教练机
CT4“空中教练”基础教练机,InstanceOf,教练机
PC-7“涡轮教练”基础教练机,InstanceOf,教练机
L15“猎鹰”,InstanceOf,教练机
“阿尔法喷气”高级教练机/近距离空中支援飞机,InstanceOf,教练机
HJT-16“光线”基础/高级喷气教练机,InstanceOf,教练机
川崎T-4中级喷气教练机,InstanceOf,教练机
“斗牛犬”120初级教练机,InstanceOf,教练机
T-50（TA-50）“金鹰”高级喷气教练机/轻型攻击机,InstanceOf,教练机
C-101“航空喷气”基础/高级教练机/攻击机,InstanceOf,教练机
HJT-36“星”基础喷气教练机,InstanceOf,教练机
KT-1“雄蜂”(韩国) 基础/高级教练机/攻击机,InstanceOf,教练机
M-311AleniaAermacchi 基础喷气教练机,InstanceOf,教练机
T-37 “鸣鸟”基础/高级教练机/攻击机,InstanceOf,教练机
T-35“魔鬼”基础教练机,InstanceOf,教练机
IA 63/AT-63“潘帕人”基础/高级喷气教练机,InstanceOf,教练机
洛克希德AT/T-33（CT-133“银星”）基础/高级喷气教练机,InstanceOf,教练机
MB-326高级教练机,InstanceOf,教练机
MB-339高级教练机/轻型攻击机,InstanceOf,教练机
T-1教练机,InstanceOf,教练机
MAKO教练机,InstanceOf,教练机
三菱T-2高级喷气教练机,InstanceOf,教练机
BAC(BAE)167“攻击霸主”高级喷气教练机,InstanceOf,教练机
沃多霍迪L-29“海豚”基础/高级喷气教练机,InstanceOf,教练机
马基（阿莱尼亚)MB-346高级喷气教练机,InstanceOf,教练机
IAR-99“鹰”高级喷气教练机/轻型攻击机,InstanceOf,教练机
马基（SIAI-马歇蒂）SF.260特技飞行与武器教练机,InstanceOf,教练机
萨博MFI-17/支持者轻型教练机/观测飞机,InstanceOf,教练机
雅克-53特技教练机,InstanceOf,教练机
雅克-50特技级飞机,InstanceOf,教练机
S-312巨嘴鸟(Tucano)教练机,InstanceOf,教练机
雅克-52初级教练机,InstanceOf,教练机
UT-1教练机,InstanceOf,教练机
CM-170轻型教练/攻击机,InstanceOf,教练机
鹰(HAWK)式教练机  ,InstanceOf,教练机
雅克-30 截击机,InstanceOf,教练机
雅克-32教练机,InstanceOf,教练机
“虎蛾”式教练机,InstanceOf,教练机
UT-2教练机,InstanceOf,教练机
雅克-11中级教练机,InstanceOf,教练机
雅克-200教练机,InstanceOf,教练机
雅克-210教练机,InstanceOf,教练机
雅克-54教练机,InstanceOf,教练机
雅克-18教练机,InstanceOf,教练机
雅克-55教练机,InstanceOf,教练机
CM.170教师双座双发喷气教练机,InstanceOf,教练机
E-6B“水星”TACAMOⅡ 通信中继飞机,InstanceOf,预警机
C-295中程预警机,InstanceOf,预警机
运-8J海上警戒机,InstanceOf,预警机
E-2鹰眼预警机,InstanceOf,预警机
空警200型早期预警机,InstanceOf,预警机
ZDK-03型预警机,InstanceOf,预警机
E-4/VC-25,InstanceOf,预警机
A-50空中预警机,InstanceOf,预警机
空警一号,InstanceOf,预警机
E-3“望楼”AWACS空中预警和控制飞机,InstanceOf,预警机
Y8J空中警戒机,InstanceOf,预警机
波音737 AEW＆C空中预警和控制飞机,InstanceOf,预警机
IAI(波音)Phalcon 707预警飞机,InstanceOf,预警机
楔尾预警机,InstanceOf,预警机
ASP预警机,InstanceOf,预警机
E-2C“鹰眼”(美国) 空中预警和控制飞机,InstanceOf,预警机
G550预警机,InstanceOf,预警机
E-767 AWACS/KC-767加油机AWACS和加油机,InstanceOf,预警机
瑞典爱立眼预警机,InstanceOf,预警机
E-8“联合星”地面监视/作战管理飞机,InstanceOf,预警机
费尔康707预警机,InstanceOf,预警机
BN-2 防御者小型双发预警机,InstanceOf,预警机
EMB-145（R-99）监视飞机,InstanceOf,预警机
E-2D高级鹰眼,InstanceOf,预警机
空警2000型预警指挥机,InstanceOf,预警机
F-5L巡逻机,InstanceOf,侦察机
P2V/P-2“海王星”,InstanceOf,侦察机
U-21“犹他人”和T-44“飞马”,InstanceOf,侦察机
U-2/TR-1 单座单发侦察机,InstanceOf,侦察机
柏林纳-乔伊斯OJ-2侦察机,InstanceOf,侦察机
OV-1“莫霍克”,InstanceOf,侦察机
P4M“莫卡托”,InstanceOf,侦察机
YC-43“旅行家”联络机,InstanceOf,侦察机
SR-71侦察机,InstanceOf,侦察机
埃隆卡O-58“蚱蜢”轻型观察机,InstanceOf,侦察机
U/QU-22,InstanceOf,侦察机
YO-3A侦察机,InstanceOf,侦察机
O-2“超级空中霸主”,InstanceOf,侦察机
O3U/SU“海盗”,InstanceOf,侦察机
O-62/L-5/OY“哨兵”,InstanceOf,侦察机
O2U“海盗”,InstanceOf,侦察机
L-13,InstanceOf,侦察机
OS2U“翠鸟”,InstanceOf,侦察机
SC“海鹰”,InstanceOf,侦察机
L-19/O-1“飞狗”,InstanceOf,侦察机
O-49/L-1“警戒”观察机,InstanceOf,侦察机
O-57/L-2“蚱蜢”,InstanceOf,侦察机
L-27/U-3,InstanceOf,侦察机
UC-81/AT-19“信赖”,InstanceOf,侦察机
UO/FU双翼观察机,InstanceOf,侦察机
“哨兵”R.1地面监视飞机,InstanceOf,侦察机
延安二号,InstanceOf,侦察机
O-47,InstanceOf,侦察机
安-30,InstanceOf,侦察机
RC-135战略侦察机,InstanceOf,侦察机
“信使”M-1/MAT,InstanceOf,侦察机
洛克希德U-2S高空侦察机,InstanceOf,侦察机
L-4“蚱蜢”观察机,InstanceOf,侦察机
T3M/T4M,InstanceOf,侦察机
C6N彩云舰上侦察机,InstanceOf,侦察机
O-19,InstanceOf,侦察机
Fw 189鸮鹰式侦察机,InstanceOf,侦察机
E13A/0式水上侦察机,InstanceOf,侦察机
Fi-156鹳式联络观测机,InstanceOf,侦察机
九O式二号水上侦察机,InstanceOf,侦察机
Ar 196水上侦察机,InstanceOf,侦察机
C1M/10式舰上侦察机,InstanceOf,侦察机
Fw 200兀鹰式侦察机,InstanceOf,侦察机
Ki-70试作司令部侦察机,InstanceOf,侦察机
E8N九五式水上侦察机,InstanceOf,侦察机
ki-4/94式侦察机,InstanceOf,侦察机
Do 24水上侦察机,InstanceOf,侦察机
Ki-74试作远距离侦察爆撃机,InstanceOf,侦察机
T-CH-1中兴号教练机,InstanceOf,侦察机
F1M2/零式水上观测机,InstanceOf,侦察机
Arado系列战机,InstanceOf,侦察机
九二式侦察机,InstanceOf,侦察机
ki-46/百式司令部侦察机,InstanceOf,侦察机
八八式侦察机,InstanceOf,侦察机
横厂式水上侦察机,InstanceOf,侦察机
Vicker.Warwick救援机,InstanceOf,侦察机
R2Y景云陆上侦察机,InstanceOf,侦察机
E16A瑞云水上侦察机,InstanceOf,侦察机
ki-15/97式司令部侦察机,InstanceOf,侦察机
ki-36/98式直接协同侦察机,InstanceOf,侦察机
雅克-27 全天候截击机,InstanceOf,侦察机
波-2/乌-2侦察机,InstanceOf,侦察机
JF/J2F“鸭子”,InstanceOf,反潜机
S-3“维京”反潜机,InstanceOf,反潜机
UF-1/2和U-16“信天翁”反潜机,InstanceOf,反潜机
寇蒂斯HS系列,InstanceOf,反潜机
SO3C“海鸥”,InstanceOf,反潜机
朗宁OA/OL,InstanceOf,反潜机
P-3“猎户座” 海上巡逻和反潜战飞机,InstanceOf,反潜机
海军飞机制造厂PN ,InstanceOf,反潜机
P-8“海神”反潜巡逻机,InstanceOf,反潜机
AF-2“守护者”反潜机,InstanceOf,反潜机
OA-14/J4F“野鸭”,InstanceOf,反潜机
A-28／29／AT-18和PBO“郝德逊”海上巡逻轰炸机,InstanceOf,反潜机
运8-X,InstanceOf,反潜机
S-2T“跟踪者” 海上巡逻机＆反潜飞机,InstanceOf,反潜机
伊尔-38“山楂花”海上巡逻机和反潜飞机,InstanceOf,反潜机
霍尔PH,InstanceOf,反潜机
“猎迷”MR.2/MRA.4海上巡逻机和反潜机,InstanceOf,反潜机
二式飞行艇 H8K,InstanceOf,反潜机
“海獭”水上飞机 ,InstanceOf,反潜机
“大西洋”1&2 (法国) 反潜机/海上巡逻机,InstanceOf,反潜机
S-3B“北欧海盗”舰载反潜机,InstanceOf,反潜机
ki-76/3式指挥连络机,InstanceOf,反潜机
海军飞机制造厂TS,InstanceOf,反潜机
Q1W东海反潜机,InstanceOf,反潜机
XP-1海上巡逻机,InstanceOf,反潜机
肖特S.25 桑德兰水上飞机巡逻轰炸机,InstanceOf,反潜机
“海象”水上飞机,InstanceOf,反潜机
EP-3E侦察机,InstanceOf,电子战机
EA-6A/B“徘徊者”,InstanceOf,电子战机
EA-18G“咆哮者”电子战机,InstanceOf,电子战机
EF-111A渡鸦式电子战飞机,InstanceOf,电子战机
图-154MD电子战飞机,InstanceOf,电子战机
RQ/MQ-1“捕食者A” 无人驾驶飞行器,InstanceOf,无人机
“蚊蚋-750” 无人驾驶飞行器,InstanceOf,无人机
靶-6无人驾驶靶机,InstanceOf,无人机
长虹-1,InstanceOf,无人机
ASN-105,InstanceOf,无人机
RQ-3“暗星” 无人驾驶飞行器,InstanceOf,无人机
Sojka III侦察无人飞机,InstanceOf,无人机
 RQ-8“火力侦察兵”,InstanceOf,无人机
ASN-206无人机,InstanceOf,无人机
I-蚊蚋-ER无人驾驶飞行器,InstanceOf,无人机
RQ-4“全球鹰” 无人驾驶飞行器,InstanceOf,无人机
RQ/MQ-9“捕食者B” 无人驾驶飞行器,InstanceOf,无人机
“红隼” 无人机,InstanceOf,无人机
INTA公司ALO,InstanceOf,无人机
航空武器联合公司MKⅡ,InstanceOf,无人机
Mohadjer4侦察机 ,InstanceOf,无人机
BAE10系统公司“不死鸟”,InstanceOf,无人机
Ababli-s监视无人机,InstanceOf,无人机
天翅高空无人侦察机,InstanceOf,无人机
长空-1无人机,InstanceOf,无人机
Pchela-T无人机,InstanceOf,无人机
Aerosky侦察机,InstanceOf,无人机
夜间入侵者,InstanceOf,无人机
AVE无人机,InstanceOf,无人机
月神无人机,InstanceOf,无人机
ADE公司“黎明”,InstanceOf,无人机
“雷神”无人战斗机,InstanceOf,无人机
利剑无人作战飞机,InstanceOf,无人机
神经元（NEURON）无人战斗机 ,InstanceOf,无人机
BZK-005高空大航程无人机,InstanceOf,无人机
“鹞鹰”无人机,InstanceOf,无人机
运-8E,InstanceOf,无人机
翼龙无人机,InstanceOf,无人机
U8E无人直升机,InstanceOf,无人机
STN阿特拉斯公司KZO,InstanceOf,无人机
绝影-8无人飞行器,InstanceOf,无人机
X-47B无人机,InstanceOf,无人机
扫描鹰（ScanEagle）无人机,InstanceOf,无人机
别动队(Ranger)无人机,InstanceOf,无人机
X-7试验机,InstanceOf,无人机
SR-72高超音速无人侦察机 ,InstanceOf,无人机
RQ-170“哨兵”无人机,InstanceOf,无人机
TANAN 300无人直升机,InstanceOf,无人机
ALH无人侦察机,InstanceOf,无人机
搜索者侦察机,InstanceOf,无人机
哈比无人机,InstanceOf,无人机
X-33试验机,InstanceOf,无人机
守望者（Watchkeeper）无人机,InstanceOf,无人机
RQ-180无人隐形侦察机,InstanceOf,无人机
微星（MicroSTAR）无人机,InstanceOf,无人机
龙眼(Dragon Eye)无人机,InstanceOf,无人机
RQ-11渡鸭无人机,InstanceOf,无人机
Comcopter5.1近程直升机,InstanceOf,无人机
D-21侦察机,InstanceOf,无人机
A160T“蜂鸟”无人直升机,InstanceOf,无人机
先锋RQ-2无人机,InstanceOf,无人机
MQ-9无人机,InstanceOf,无人机
BQM-34火蜂无人机,InstanceOf,无人机
西卡德新概念微型无人机,InstanceOf,无人机
锐鸢无人机,InstanceOf,无人机
ASN-1轻型无人机,InstanceOf,无人机
天神无人机,InstanceOf,无人机
洛克希德C-69“星座”运输机,InstanceOf,运输机
运-9运输机,InstanceOf,运输机
洛克希德-马丁C-130J“大力神” 95座四发战术运输机,InstanceOf,运输机
C-2“灰狗”运输机,InstanceOf,运输机
AT-7/11/C-45和JRB/SNB单翼轻型运输机／教练机,InstanceOf,运输机
TA-1单翼运输机,InstanceOf,运输机
运-20,InstanceOf,运输机
C/UC-12“休伦,InstanceOf,运输机
C-130/KC-130/EC-130“大力神”运输机 ,InstanceOf,运输机
AS565黑豹运输机,InstanceOf,运输机
勃德RB-1“大篷车”单翼运输机,InstanceOf,运输机
L-23“塞米诺尔”,InstanceOf,运输机
C-133“货运霸王”,InstanceOf,运输机
C-5“银河”,InstanceOf,运输机
C-140“喷气星”,InstanceOf,运输机
C-141“举重星” ,InstanceOf,运输机
C-123“供应者”,InstanceOf,运输机
C-11/20/37”湾流“,InstanceOf,运输机
S2F/S-2“追踪者”,InstanceOf,运输机
C-124“环球霸王”,InstanceOf,运输机
C-69/C-121“星座“/”预警星”,InstanceOf,运输机
C-21优先空运飞机／医疗救助飞机,InstanceOf,运输机
C-82“邮船”和C-119/R4Q“飞行车厢”,InstanceOf,运输机
TC/VC-4“湾流I”,InstanceOf,运输机
JRM“火星”海上运输飞艇,InstanceOf,运输机
C-47/R4D 运输机,InstanceOf,运输机
PB2Y“科罗娜多”,InstanceOf,运输机
C-46 “突击队员”,InstanceOf,运输机
C-9“空中列车Ⅱ/南丁格尔”,InstanceOf,运输机
C-54/R5D“空中霸王”,InstanceOf,运输机
R4D-8/C-117“海豚”,InstanceOf,运输机
R6D-8/C-118“举重霸王”,InstanceOf,运输机
P5M/P-5“枪鱼”海上运输飞艇,InstanceOf,运输机
UO/U-11“阿兹特克人”,InstanceOf,运输机
PBY“卡特琳娜”,InstanceOf,运输机
YC-125“袭击者” 运输/搜救机,InstanceOf,运输机
R3Y“信风”,InstanceOf,运输机
C-22,InstanceOf,运输机
UC-61“百眼巨人”,InstanceOf,运输机
PS/RA/C-6,InstanceOf,运输机
UC-70和GH/NH“夜莺”,InstanceOf,运输机
JRF“鹅式”,InstanceOf,运输机
福特JR/RR/C系列,InstanceOf,运输机
JRS-1/OA-8通用运输机,InstanceOf,运输机
U-17“空中马车”,InstanceOf,运输机
C-17“环球霸王Ⅲ”,InstanceOf,运输机
18型“北极星”,InstanceOf,运输机
T-29/R4Y/C-131,InstanceOf,运输机
运-8F100,InstanceOf,运输机
运-8H,InstanceOf,运输机
运-8CA,InstanceOf,运输机
伊尔-76“耿直”四发涡轮风扇中远程运输机,InstanceOf,运输机
运-5,InstanceOf,运输机
运-8F600,InstanceOf,运输机
C-295运输机,InstanceOf,运输机
运-8F,InstanceOf,运输机
道格拉斯R-3D,InstanceOf,运输机
里-2,InstanceOf,运输机
安-72/74“煤矿人”,InstanceOf,运输机
运-8C,InstanceOf,运输机
C-27J“斯巴达人”战术运输机,InstanceOf,运输机
L100“大力神”四发涡轮螺旋桨运输机,InstanceOf,运输机
比奇18轻型通用运输机,InstanceOf,运输机
安东诺夫设计局安-12 “幼狐” 四发涡桨货机,InstanceOf,运输机
SC.7“高空货车”双发涡轮螺旋桨轻型短距起降飞机,InstanceOf,运输机
亚乔P.180“阿凡提” 双发涡桨高速运输机,InstanceOf,运输机
DHC-5“水牛”全天候短距起降运输机,InstanceOf,运输机
SM-92Finist单发活塞式轻型短距起降飞机,InstanceOf,运输机
福克F27/福克50/60海上巡逻机和运输机,InstanceOf,运输机
洛克希德L1329 “喷气星”四发中型运输机,InstanceOf,运输机
安东诺夫设计局 安-74-300战术运输机,InstanceOf,运输机
安东诺夫设计局 安-124“秃鹰”特大型运输机,InstanceOf,运输机
G222(C-27)战术运输机,InstanceOf,运输机
C-130A/B/E/H“大力神” 运输机&特殊任务飞机,InstanceOf,运输机
C-12& RC-12“护栏”运输机和电子情报飞机,InstanceOf,运输机
C160运输机,InstanceOf,运输机
BV 222”维京“水上飞机,InstanceOf,运输机
C-130J/C-130J-30“超级大力神”运输机&特殊任务飞机,InstanceOf,运输机
伊尔-76MD & 伊尔78M运输和加油机,InstanceOf,运输机
容克Ju 52运输机,InstanceOf,运输机
容克斯G.38,InstanceOf,运输机
川崎C-1A运输机,InstanceOf,运输机
BAE(维克斯)VC l0 C.1K＆K.3/4运输机/加油机,InstanceOf,运输机
Me 323”巨人“运输机,InstanceOf,运输机
安-70,InstanceOf,运输机
XC-2运输机,InstanceOf,运输机
霍莎式滑翔机,InstanceOf,运输机
Bristol-170运输机,InstanceOf,运输机
雅克-12轻型通信机,InstanceOf,运输机
AC-130空中炮艇,InstanceOf,运输机
雅克-14,InstanceOf,运输机
ATL-98天空开拓者运输机,InstanceOf,运输机
安-225梦想式运输机,InstanceOf,运输机
L2D/零式运输机,InstanceOf,运输机
雅克-112,InstanceOf,运输机
PL-1介寿号初级教练机,InstanceOf,运输机
Embraer-170系列客机,InstanceOf,运输机
运-8,InstanceOf,运输机
A400M运输机,InstanceOf,运输机
SC-5贝尔法斯特运输机,InstanceOf,运输机
伊尔-78空中加油机,InstanceOf,运输机
齐柏林飞艇,InstanceOf,飞艇
X-47“飞马”战术无人驾驶作战飞机,InstanceOf,试验机
X-4试验机,InstanceOf,试验机
X-2 试验机,InstanceOf,试验机
Lerche战斗机,InstanceOf,试验机
Ki-78高速研究机,InstanceOf,试验机
X-43试验机,InstanceOf,试验机
Wespe战斗机,InstanceOf,试验机
X-5试验机,InstanceOf,试验机
X-20试验机,InstanceOf,试验机
波音X-45A/C 无人驾驶作战飞机 ,InstanceOf,试验机
X-6试验机,InstanceOf,试验机
X-3验证机,InstanceOf,试验机
X-47A飞马试验机,InstanceOf,试验机
XFV-12战斗机,InstanceOf,试验机
波音X-37先进技术验证机,InstanceOf,试验机
X-15试验机,InstanceOf,试验机
X-38验证机,InstanceOf,试验机
C/EC/KC-135,InstanceOf,加油机
VC-10K“胜利者”加油机,InstanceOf,加油机
C/KC-97“同温层货船/同温层油船”,InstanceOf,加油机
KC-767空中加油机,InstanceOf,加油机
KC-10“补充者”,InstanceOf,加油机
KC-135“同温层油船”空中加油飞机,InstanceOf,加油机
A330 MRTT空中加油机/运输机,InstanceOf,加油机
运-12IV型飞机,InstanceOf,通用飞机
Jetstream31双发涡轮螺旋桨短程通勤飞机,InstanceOf,通用飞机
中航工业哈飞 运-12 支线客机,InstanceOf,通用飞机
运-12II型飞机,InstanceOf,通用飞机
比奇1900双发涡轮螺旋桨短程通勤飞机,InstanceOf,通用飞机
仙童多尼尔328JET双发涡轮风扇支线客机,InstanceOf,通用飞机
比奇 99双发涡轮螺旋桨短程通勤飞机,InstanceOf,通用飞机
运-12Ⅲ型飞机,InstanceOf,通用飞机
EMB-120巴西利亚双发涡轮螺旋桨短程通勤客机,InstanceOf,通用飞机
运-12F轻型多用途飞机,InstanceOf,通用飞机
DC-3达科塔/C-47高空列车多用途运输机,InstanceOf,通用飞机
EMB-110先锋双发涡轮螺旋桨短程通勤客机,InstanceOf,通用飞机
SocataTBM700/850单发涡轮轻型多用途飞机,InstanceOf,通用飞机
亚当A700 AdamJet双发涡轮风扇轻型公务机,InstanceOf,通用飞机
亚当A500双发涡桨轻型公务飞机,InstanceOf,通用飞机
 安东诺夫设计局 安-38 双发涡桨通用飞机,InstanceOf,通用飞机
BAe 125双发涡轮喷气式/涡轮风扇轻型公务机,InstanceOf,通用飞机
霍克800/900双发涡轮风扇中型公务机,InstanceOf,通用飞机
Aeroprogress/ROKS-Aero T-101Grach通用飞机,InstanceOf,通用飞机
P68“观察者”双发活塞式轻型通用飞机,InstanceOf,通用飞机
SN601“轻巡洋舰” 双发涡轮风扇轻型行政专机,InstanceOf,通用飞机
肖特330双发涡桨短程支线客机,InstanceOf,通用飞机
安东诺夫设计局 安-2 “小马” 单发活塞式通用飞机,InstanceOf,通用飞机
罗克韦尔涡轮指挥官/Jetprop双发涡轮螺旋桨企业专机／通用飞机,InstanceOf,通用飞机
塞斯纳680“君主”双发涡轮风扇中型公务机,InstanceOf,通用飞机
F406“大篷车”Ⅱ双发涡轮螺旋桨轻型多用途飞机,InstanceOf,通用飞机
罗克韦尔(Aero Commander)“指挥官”500／560/580双发活塞式轻型企业专机／通用飞机,InstanceOf,通用飞机
Quest “科迪亚克”单发涡轮轻型短距起降通用飞机,InstanceOf,通用飞机
塞斯纳560“奖状”V/“超奖状”/“奖状加演”双发涡轮风扇中型公务机,InstanceOf,通用飞机
别里耶夫Be-103双发涡桨水陆两用飞机,InstanceOf,通用飞机
别里耶夫Be-200“牵牛星” 喷气式水陆两用飞机,InstanceOf,通用飞机
塞斯纳560XL“奖状优胜”/“奖状XLS” 双发涡轮风扇中型公务机,InstanceOf,通用飞机
比奇65 “空中女王”双发活塞式轻型通用飞机,InstanceOf,通用飞机
阿斯特拉G100/G150双发涡轮风扇中型公务机,InstanceOf,通用飞机
塞斯纳650“奖状”III／Ⅵ／Ⅶ 双发涡轮风扇中型公务机,InstanceOf,通用飞机
安-28双发涡轮螺旋桨通用及通勤飞机,InstanceOf,通用飞机
太平洋宇航750XL单发涡轮螺旋桨轻型通用飞机,InstanceOf,通用飞机
布里顿-诺曼 BN-2A“海岛人”双发轻型飞机,InstanceOf,通用飞机
PC-6“搬运工”／涡轮“搬运工”单发活塞式／涡轮螺旋桨轻型短距起降飞机,InstanceOf,通用飞机
塞斯纳510“野马”双发涡轮风扇甚轻型公务机,InstanceOf,通用飞机
塞斯纳525CitationJet 双发涡轮风扇小型公务机,InstanceOf,通用飞机
塞斯纳550“奖状”Ⅱ/“喝彩”双发涡轮风扇中型公务机,InstanceOf,通用飞机
布里顿-诺曼 BN-2A MkⅢ “三岛人” 三发活塞式轻型飞机,InstanceOf,通用飞机
